989 177466
530 567 697
202 485 711
189 237 433
138 803 924
106 739 959
65 99 356
472 914 817
15 741 182
228 326 223
714 936 905
760 852 24
378 452 804
31 505 325
269 307 924
514 538 813
295 705 442
20 415 284
6 958 607
515 850 825
160 510 974
291 483 470
43 523 279
718 890 291
35 154 590
31 645 167
466 884 230
31 366 518
521 773 702
615 754 893
413 517 937
511 969 349
348 776 17
16 450 476
394 528 988
150 262 986
688 964 317
435 956 50
145 589 131
452 700 768
760 898 282
382 477 203
174 350 519
238 673 868
149 434 456
746 827 634
525 623 263
709 916 788
570 968 557
380 878 370
217 885 77
247 680 109
147 193 916
776 789 89
450 462 295
286 444 528
588 833 311
492 916 78
51 500 982
488 801 504
462 639 792
22 148 786
783 892 752
343 553 688
711 738 832
173 248 472
126 488 690
29 291 543
59 714 970
737 989 636
127 694 340
137 408 332
294 314 433
504 651 388
245 768 283
617 771 180
244 328 801
504 989 683
611 806 173
89 247 301
784 807 158
115 217 858
303 345 608
495 868 933
39 974 470
251 299 47
258 432 944
745 782 414
612 826 702
591 650 522
48 157 228
132 687 867
28 228 426
273 468 572
449 739 868
16 466 213
361 507 127
646 978 358
26 39 744
279 595 156
684 702 87
338 821 706
287 897 603
72 587 18
160 826 471
7 216 961
147 957 687
84 440 157
32 59 575
661 767 828
375 481 428
267 578 764
401 480 624
161 558 726
436 604 772
108 152 492
799 877 33
312 775 454
245 465 625
307 920 771
130 616 776
213 580 591
560 572 708
596 726 337
578 796 961
638 825 386
896 913 84
852 880 795
63 695 975
334 792 139
94 550 853
32 428 104
826 846 557
513 582 915
74 178 431
442 506 870
409 504 981
384 538 866
47 240 762
874 971 152
610 757 241
176 563 508
479 764 152
848 989 790
400 821 318
167 703 787
254 360 553
104 289 925
12 157 707
974 977 191
339 845 972
400 893 824
604 667 897
914 952 740
645 711 414
190 707 985
543 870 533
611 964 628
507 593 474
313 407 166
492 793 787
509 951 146
421 809 502
489 490 100
436 881 294
383 804 640
505 957 298
434 715 106
365 651 237
341 797 391
347 354 200
121 723 466
750 943 138
266 370 289
55 477 384
84 428 177
330 778 126
798 825 445
79 859 59
300 674 147
468 899 621
111 143 138
158 891 319
820 851 630
240 497 594
10 238 384
223 715 285
11 60 19
262 511 552
747 854 43
269 402 455
356 981 901
367 661 911
245 527 925
500 849 927
328 491 564
842 849 839
668 949 78
840 853 462
596 838 628
144 580 297
273 418 589
173 506 884
338 685 871
468 471 694
200 356 506
92 760 186
894 978 5
202 724 313
129 374 511
65 435 523
281 654 387
576 621 84
319 334 821
512 674 969
200 479 385
497 640 957
79 505 443
239 591 293
71 683 276
378 788 373
251 274 348
188 806 307
614 725 423
442 747 365
305 737 488
233 525 830
621 983 864
478 550 444
64 833 146
332 505 394
62 520 440
305 896 241
12 615 670
78 762 27
528 748 633
77 287 497
796 827 161
442 795 755
504 762 721
345 894 751
160 393 110
29 685 921
916 989 840
245 608 519
158 906 857
828 939 800
756 803 774
525 642 675
231 609 723
678 790 136
515 711 664
907 910 374
500 908 64
150 705 291
552 650 223
284 636 888
665 888 821
92 912 585
507 966 867
431 788 78
196 239 201
697 720 896
238 846 999
479 910 445
98 729 613
479 981 973
448 585 329
780 826 127
311 592 627
79 933 405
477 502 709
510 976 911
89 943 831
323 779 47
410 880 753
183 373 994
487 962 522
884 973 206
359 741 454
74 386 129
267 768 298
588 966 438
728 743 584
391 695 39
125 141 804
280 936 375
370 928 414
106 626 451
607 874 500
236 498 153
15 453 564
57 695 12
292 741 438
312 634 435
267 406 98
478 744 858
398 461 418
79 693 452
631 707 669
704 838 363
230 928 513
243 427 380
436 470 69
528 783 651
59 927 298
220 969 838
350 396 862
101 636 772
375 727 315
111 977 420
340 893 584
74 373 409
912 969 25
9 710 312
605 780 933
141 758 642
153 728 416
488 823 311
293 496 132
689 733 867
65 359 453
444 643 631
67 854 682
57 880 243
629 804 392
545 845 491
830 958 237
666 948 252
4 507 410
270 567 82
180 275 283
157 646 647
138 850 163
299 692 280
263 949 679
19 172 859
910 941 442
634 892 729
388 624 405
200 640 937
219 786 290
594 606 876
648 950 983
685 738 716
325 532 270
707 946 693
567 821 494
350 546 623
630 633 280
523 549 261
239 651 493
81 224 906
356 980 654
212 794 365
173 866 259
309 719 365
454 667 679
622 705 817
439 663 441
660 951 976
401 590 127
499 715 35
102 221 456
361 956 355
40 762 617
128 669 180
360 904 325
95 906 854
524 577 30
669 774 412
320 460 399
205 671 809
152 236 670
223 498 211
94 899 708
320 666 858
198 312 994
259 300 47
644 674 310
139 270 975
5 542 320
44 890 643
358 947 565
800 882 524
138 505 411
7 114 1
145 257 858
170 471 469
202 414 21
27 348 526
493 955 14
218 688 956
856 881 196
65 363 311
291 388 424
466 744 165
531 629 675
126 306 881
117 824 72
620 843 696
599 616 335
39 307 926
505 806 920
222 451 142
80 797 893
541 869 85
44 938 453
708 847 491
188 842 839
132 572 387
39 875 239
438 494 762
253 966 82
493 951 938
179 243 313
498 528 47
565 978 956
799 977 679
242 759 890
186 836 121
87 373 236
527 565 186
303 893 639
130 565 623
3 541 987
510 605 536
176 315 687
144 784 8
427 888 232
253 555 676
130 863 68
407 951 584
694 706 610
126 624 198
404 848 1
329 974 261
685 722 156
351 661 871
292 430 233
100 227 674
339 944 51
256 952 440
41 550 136
399 805 899
50 915 688
381 484 288
8 99 913
860 960 527
513 515 464
196 522 117
348 468 613
171 927 289
146 441 599
555 769 944
124 286 916
255 425 618
181 935 911
220 935 2
753 973 474
438 519 741
355 966 514
20 51 341
283 978 878
339 395 939
442 682 323
836 959 580
260 604 90
15 837 582
204 403 252
174 605 190
616 806 4
578 849 419
105 426 238
570 962 441
732 775 603
253 961 775
671 784 139
885 904 180
129 645 344
805 922 645
89 668 814
579 681 720
822 925 863
533 895 740
35 339 291
106 642 232
232 969 152
472 923 384
50 911 709
205 816 454
74 493 293
482 587 297
52 621 199
37 874 425
766 903 254
395 546 880
3 879 24
112 943 579
488 735 430
631 658 12
110 618 409
40 822 447
543 742 995
22 54 33
95 196 727
158 559 130
365 645 830
203 927 430
540 951 714
99 865 555
195 410 534
862 917 801
499 933 214
794 943 332
885 971 970
80 848 382
48 758 584
298 976 297
172 181 420
860 968 496
644 725 675
435 816 641
222 494 272
61 917 216
692 907 567
42 493 224
456 872 688
329 330 826
887 961 428
235 682 753
377 520 75
218 711 152
450 650 157
326 576 633
109 831 988
365 380 288
677 722 132
195 513 988
396 799 318
464 839 928
211 259 536
513 540 536
140 197 480
411 832 589
67 131 300
55 221 494
597 830 513
139 503 6
183 615 7
86 901 820
800 826 986
115 227 320
97 585 295
225 447 186
312 800 843
128 538 387
681 744 178
10 815 867
73 411 754
525 888 361
55 524 288
574 653 33
596 830 16
948 969 633
196 383 376
324 329 193
78 161 56
394 614 159
11 635 799
119 805 44
560 561 694
913 925 173
147 889 735
802 931 292
367 701 795
540 619 623
88 485 742
365 556 820
302 899 657
18 128 570
231 478 25
410 962 391
261 929 465
201 425 184
348 453 138
248 756 690
96 361 385
175 623 726
5 299 200
623 865 14
511 761 131
164 571 458
264 394 295
400 601 363
157 284 660
17 552 682
535 652 968
757 912 185
57 845 300
405 664 192
64 628 451
653 680 54
289 767 680
493 843 395
485 951 23
18 339 66
736 892 183
191 352 549
4 207 982
514 598 967
720 876 213
538 720 708
594 989 505
239 803 3
43 798 573
428 796 162
39 506 234
503 917 9
541 862 96
137 650 845
253 308 75
124 526 510
741 937 296
308 735 67
89 237 942
46 188 549
198 966 777
475 811 94
725 792 378
202 665 182
457 605 344
496 654 986
506 918 682
56 63 486
721 857 769
166 680 419
67 675 501
160 542 457
67 486 776
791 972 325
131 540 276
114 692 282
573 716 589
260 946 535
858 904 144
289 944 753
321 559 114
135 948 990
64 673 300
587 877 11
208 936 712
353 922 511
208 744 29
440 483 109
110 822 420
673 956 249
310 768 537
24 651 235
172 210 409
283 430 636
828 971 986
572 739 317
506 814 983
81 627 203
716 828 121
5 127 26
564 707 385
51 567 817
185 469 289
144 473 758
101 915 318
389 501 608
122 250 365
103 143 169
264 673 696
297 331 822
113 206 46
379 708 720
249 920 265
104 168 560
28 341 367
222 526 157
327 876 330
509 872 876
462 655 571
214 777 893
120 139 887
361 462 938
705 711 210
141 592 577
340 943 149
75 796 800
42 795 149
445 534 970
487 594 326
168 714 249
35 148 145
48 368 965
556 666 981
424 507 813
284 936 188
170 746 929
720 848 392
409 763 744
576 736 691
907 965 765
537 605 998
444 951 108
427 961 906
130 182 514
371 810 531
332 587 163
730 774 429
394 438 865
375 848 623
398 621 467
272 749 587
214 808 969
807 975 839
80 319 200
23 538 727
869 943 39
212 404 989
133 523 238
212 333 101
104 132 70
30 480 344
434 900 375
597 918 558
515 555 609
320 694 417
227 371 899
137 968 426
186 578 219
473 738 623
346 871 604
676 859 881
590 761 293
579 847 635
348 941 350
476 646 889
203 377 433
106 812 840
201 985 127
637 891 843
124 950 164
572 744 724
686 944 838
549 721 106
123 370 791
262 778 29
76 102 536
97 327 542
188 523 774
659 756 688
124 746 696
446 723 625
466 593 373
521 620 960
51 646 650
324 690 734
49 928 210
97 562 798
304 786 864
557 616 50
189 940 28
149 964 430
406 667 643
165 786 187
445 649 577
277 571 446
853 882 832
40 708 728
473 649 558
143 889 937
753 839 37
320 670 337
892 922 679
218 908 23
90 874 144
23 438 118
219 722 516
414 723 701
217 900 476
297 665 319
506 863 531
401 699 946
149 330 774
238 638 379
665 759 945
800 940 833
451 578 214
435 671 414
340 417 118
103 334 768
626 852 230
345 356 407
381 488 478
196 863 110
341 971 86
136 644 60
406 747 960
636 708 217
105 429 834
116 282 63
804 820 229
6 375 12
148 404 324
313 533 566
351 382 584
94 103 697
282 325 693
58 576 694
216 799 918
13 252 915
372 567 100
366 411 60
336 871 603
74 977 244
214 728 95
286 391 330
2 626 338
136 781 1
366 762 232
197 530 161
94 135 154
405 956 941
461 929 17
222 519 757
94 252 298
320 445 366
409 593 931
377 582 254
431 571 587
45 99 601
342 820 141
438 969 852
89 324 251
153 919 349
108 310 778
43 576 536
696 911 447
857 926 786
228 501 756
823 891 531
350 363 894
412 688 879
609 646 275
356 442 997
115 441 485
272 575 272
471 985 394
52 393 125
152 952 410
210 352 474
95 188 496
712 793 563
450 888 414
889 956 391
254 258 562
446 743 491
298 643 232
420 479 837
137 299 970
260 762 734
258 464 441
348 793 170
392 496 645
125 912 377
571 849 30
3 783 140
557 696 212
54 910 563
239 605 765
576 652 500
587 678 636
426 673 706
455 939 906
388 940 355
376 838 524
620 846 848
134 799 511
206 821 559
516 544 207
554 869 740
401 833 815
143 326 441
177 734 147
54 321 332
169 232 754
73 849 675
39 383 986
843 908 447
755 979 478
76 158 882
70 493 901
165 976 108
534 695 51
82 113 448
479 694 82
178 590 37
657 797 476
527 831 174
483 747 991
154 364 567
658 953 19
263 817 984
68 426 184
315 639 372
618 946 273
214 532 368
362 801 168
269 437 496
401 956 231
407 720 499
116 171 548
119 479 449
425 431 659
97 741 528
158 844 347
104 899 884
216 891 272
3 617 346
395 517 394
518 851 860
696 744 658
523 678 146
139 816 837
108 815 781
265 702 62
582 633 112
148 298 58
344 818 194
225 489 170
84 200 598
55 896 576
343 791 46
167 861 631
199 278 768
46 77 110
486 904 735
281 752 935
280 371 560
400 793 877
454 459 35
616 966 56
237 760 203
204 901 922
16 761 420
476 939 20
287 299 750
84 728 581
431 908 326
657 765 532
16 987 942
168 403 710
222 590 659
705 798 309
283 897 3
266 805 991
509 793 426
506 534 103
126 375 723
449 536 705
570 723 996
188 665 914
837 970 363
702 875 725
358 572 495
176 437 450
572 616 650
148 332 972
105 471 486
43 830 28
141 977 684
944 972 231
233 311 97
89 824 424
622 796 918
177 694 934
602 679 202
271 867 920
55 392 428
24 560 714
141 423 803
331 715 742
41 403 596
127 262 943
349 483 790
224 700 345
53 401 298
229 547 358
706 818 267
756 890 587
287 795 670
379 656 692
291 614 82
174 653 772
335 340 559
256 911 388
129 820 689
83 960 161
413 866 911
441 503 10
274 470 508
10 457 839
271 960 826
98 600 414
260 869 746
212 520 888
563 791 793
628 869 71
712 888 319
504 956 789
173 772 786
72 693 383
262 326 883
712 975 951
32 557 223
273 813 93
411 882 661
24 640 940
215 591 643
111 433 742
514 756 5
37 315 432
188 621 178
259 359 886
5 79 584
313 833 604
616 839 899
94 224 76
126 749 529
838 846 104
733 818 218
140 198 222
520 937 714
641 783 632
52 906 630
19 767 567
352 372 282
39 583 489
291 834 669
900 919 562
773 894 335
73 615 435
661 855 880
359 886 790
56 880 976
265 307 43
348 442 738
486 951 480
694 814 238
295 721 907
18 547 616
151 878 867
294 834 431
107 193 155
680 983 481
148 486 533
509 570 985
478 620 558
815 932 291
248 846 921
195 929 566
801 963 878
172 730 170
108 960 468
249 606 245
271 577 498
329 989 553
213 698 723
912 916 535
58 325 946
438 570 593
167 505 590
182 707 603
314 408 364
401 599 518
15 230 314
238 661 793
847 909 369
487 717 844
52 875 344
115 406 224
523 527 875
101 252 76
554 984 314
15 393 141
338 801 118
401 901 303
87 737 277
581 775 675
141 500 444
656 738 300
200 257 3
139 863 78
636 904 978
236 244 109
455 474 904
149 226 915
640 719 974
41 368 323
742 937 942
199 949 749
246 626 898
15 136 814
137 200 938
39 754 998
322 502 842
167 301 128
762 905 355
20 524 16
216 323 830
191 673 123
135 438 955
226 600 999
209 460 322
89 90 949
680 967 886
708 966 865
476 770 446
426 806 45
102 390 229
681 873 920
454 973 9
806 894 320
43 96 901
834 948 840
673 797 826
402 547 334
129 347 503
197 955 415
319 671 13
826 901 504
325 762 777
107 398 631
161 930 784
560 923 620
632 954 821
9 599 751
217 977 551
335 885 418
18 257 595
136 575 308
132 260 398
72 624 64
399 566 195
386 462 551
413 559 883
2 555 595
72 310 262
685 838 953
570 867 439
89 974 372
25 342 203
256 792 357
188 560 543
177 599 25
159 516 345
186 911 535
17 692 1000
65 265 46
411 437 446
54 195 625
414 478 824
120 362 348
304 611 527
431 984 405
524 701 84
323 661 793
385 526 519
72 446 673
342 949 935
211 356 942
120 367 136
186 908 696
199 396 795
872 986 304
9 576 705
530 589 561
765 951 90
646 658 666
106 958 411
149 768 406
93 409 258
311 578 625
267 606 521
385 462 927
529 987 508
213 437 491
742 958 424
249 371 587
463 844 706
465 802 219
51 282 624
385 577 788
46 420 268
80 322 924
39 567 308
162 649 131
157 883 527
181 910 26
39 972 842
664 724 847
792 909 802
103 299 416
300 602 951
167 713 18
221 878 425
332 495 679
277 683 813
308 568 919
361 685 869
403 592 545
371 936 693
160 417 525
121 730 470
851 882 48
178 433 724
504 690 296
477 595 705
162 388 42
34 341 490
603 874 740
542 697 202
403 767 794
322 794 726
375 890 598
208 384 830
391 758 874
182 193 668
567 987 925
774 832 983
384 644 817
35 236 128
340 723 156
765 837 663
885 920 570
103 694 107
5 944 213
265 940 617
422 681 72
700 965 277
561 982 812
410 667 909
139 856 470
45 474 674
615 910 211
263 988 774
4 293 821
726 820 979
119 434 867
415 544 702
365 652 449
205 563 671
118 505 481
654 828 965
470 630 960
344 533 329
402 419 428
295 962 412
451 824 165
234 824 295
42 441 590
761 812 677
223 347 415
145 535 489
290 339 460
97 848 354
19 891 773
14 533 127
271 357 397
37 113 374
283 500 275
185 612 392
370 859 655
281 310 998
856 904 277
6 929 630
592 942 736
803 806 336
499 517 432
459 490 460
187 278 238
35 41 862
106 213 724
68 478 230
692 728 587
618 767 149
331 841 356
84 759 516
632 687 472
657 929 115
901 949 373
4 193 125
752 864 831
412 717 899
875 896 116
111 501 79
739 741 881
281 608 161
103 508 105
398 715 341
273 386 443
108 603 573
499 848 733
16 458 751
315 430 610
453 852 200
131 395 583
188 388 918
232 669 297
90 210 490
20 38 471
26 484 449
294 451 776
538 643 608
284 343 732
128 955 181
545 640 653
320 896 271
751 987 87
371 521 433
273 638 414
241 439 978
278 820 409
2 160 565
420 847 483
46 964 904
104 184 711
116 654 445
114 828 716
199 723 29
359 920 922
266 340 6
103 192 844
747 840 137
386 764 645
88 476 467
776 780 952
181 337 270
158 715 984
402 959 329
79 260 99
376 790 73
81 636 588
472 772 943
60 427 256
341 568 271
741 791 634
246 409 947
76 179 590
614 645 110
22 223 698
487 509 770
38 388 592
442 567 400
308 870 4
10 122 910
14 147 815
169 705 658
14 688 667
151 301 619
478 980 461
451 474 556
242 540 939
482 530 953
225 672 303
231 366 103
66 933 58
631 673 473
292 306 55
41 811 479
102 877 89
89 963 456
396 930 855
444 757 578
522 961 613
34 853 944
351 457 645
207 559 238
555 795 353
183 978 147
202 496 727
380 455 650
698 855 137
291 838 970
245 489 302
476 701 111
428 851 276
111 679 358
533 826 678
409 842 287
102 941 216
701 938 562
506 842 145
953 988 328
503 798 168
314 668 716
80 926 95
241 745 872
385 512 369
619 836 972
13 290 851
339 737 754
534 541 740
195 623 966
429 887 948
177 302 190
159 220 963
330 906 193
814 851 464
553 827 45
478 877 300
976 981 36
755 946 826
769 911 169
195 446 898
230 274 320
83 915 339
177 460 624
10 96 960
651 875 520
288 696 989
146 687 311
660 895 448
346 903 416
237 361 445
711 786 883
292 577 591
143 902 475
302 699 422
669 972 890
75 295 879
302 624 74
179 497 304
581 604 328
13 863 735
805 914 226
177 214 379
77 360 302
145 920 792
509 978 843
880 980 923
552 828 51
60 531 609
367 607 217
573 700 974
261 270 900
732 774 491
194 493 767
506 988 935
372 572 484
279 660 514
457 691 620
311 401 176
383 677 754
611 799 603
161 494 657
325 659 875
766 883 207
348 686 493
47 155 838
115 949 685
88 124 947
116 695 10
350 850 959
56 716 396
573 729 691
163 345 500
247 276 710
386 604 893
109 304 5
126 246 267
335 562 429
69 487 719
455 649 383
640 965 807
167 906 719
608 803 115
794 982 699
335 829 710
510 964 699
54 391 7
6 225 611
382 684 489
661 957 87
504 961 890
117 626 275
687 894 222
173 491 496
321 880 256
563 989 730
95 711 978
20 595 65
372 635 749
194 222 784
228 835 948
28 823 484
219 801 206
71 431 821
473 870 899
115 506 903
122 352 387
246 751 572
109 942 908
735 816 991
521 700 470
434 935 653
543 852 493
751 764 779
281 519 25
155 537 722
164 855 525
832 836 102
393 466 596
372 909 880
570 974 479
213 899 364
